city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population
New York,New York,NY,New York,36061,New York,40.6943,-73.9249,18713220
Los Angeles,Los Angeles,CA,California,6037,Los Angeles,34.1139,-118.4068,12750807
Chicago,Chicago,IL,Illinois,17031,Cook,41.8373,-87.6862,8604203
Miami,Miami,FL,Florida,12086,Miami-Dade,25.7839,-80.2102,6445545
Dallas,Dallas,TX,Texas,48113,Dallas,32.7936,-96.7662,5743938
Philadelphia,Philadelphia,PA,Pennsylvania,42101,Philadelphia,40.0077,-75.1339,5649300
Houston,Houston,TX,Texas,48201,Harris,29.7863,-95.3889,5464251
Atlanta,Atlanta,GA,Georgia,13121,Fulton,33.7627,-84.4224,5449398
Washington,Washington,DC,District of Columbia,11001,District of Columbia,38.9047,-77.0163,5379184
Boston,Boston,MA,Massachusetts,25025,Suffolk,42.3188,-71.0846,4688346
Phoenix,Phoenix,AZ,Arizona,4013,Maricopa,33.5722,-112.0891,4219697
Seattle,Seattle,WA,Washington,53033,King,47.6211,-122.3244,3789215
San Francisco,San Francisco,CA,California,6075,San Francisco,37.7562,-122.443,3592294
Detroit,Detroit,MI,Michigan,26163,Wayne,42.3834,-83.1024,3506126
San Diego,San Diego,CA,California,6073,San Diego,32.8312,-117.1225,3220118
Minneapolis,Minneapolis,MN,Minnesota,27053,Hennepin,44.9635,-93.2678,2977172
Tampa,Tampa,FL,Florida,12057,Hillsborough,27.9942,-82.4451,2908063
Denver,Denver,CO,Colorado,8031,Denver,39.7621,-104.8759,2876625
Brooklyn,Brooklyn,NY,New York,36047,Kings,40.6501,-73.9496,2559903
Queens,Queens,NY,New York,36081,Queens,40.7498,-73.7976,2230722
Riverside,Riverside,CA,California,6065,Riverside,33.9381,-117.3948,2107852
Baltimore,Baltimore,MD,Maryland,24510,Baltimore,39.3051,-76.6144,2106068
Las Vegas,Las Vegas,NV,Nevada,32003,Clark,36.2333,-115.2654,2104198
Portland,Portland,OR,Oregon,41051,Multnomah,45.5372,-122.65,2074775
San Antonio,San Antonio,TX,Texas,48029,Bexar,29.4658,-98.5253,2049293
St. Louis,St. Louis,MO,Missouri,29510,St. Louis,38.6358,-90.2451,2024074
Sacramento,Sacramento,CA,California,6067,Sacramento,38.5667,-121.4683,1898019
Orlando,Orlando,FL,Florida,12095,Orange,28.4772,-81.3369,1822394
San Jose,San Jose,CA,California,6085,Santa Clara,37.3019,-121.8486,1798103
Cleveland,Cleveland,OH,Ohio,39035,Cuyahoga,41.4767,-81.6804,1710093
Pittsburgh,Pittsburgh,PA,Pennsylvania,42003,Allegheny,40.4396,-79.9762,1703266
Austin,Austin,TX,Texas,48453,Travis,30.3004,-97.7522,1687311
Cincinnati,Cincinnati,OH,Ohio,39061,Hamilton,39.1413,-84.5061,1662691
Kansas City,Kansas City,MO,Missouri,29095,Jackson,39.1239,-94.5541,1636715
Manhattan,Manhattan,NY,New York,36061,New York,40.7834,-73.9662,1628706
Indianapolis,Indianapolis,IN,Indiana,18097,Marion,39.7771,-86.1458,1588961
Columbus,Columbus,OH,Ohio,39049,Franklin,39.9862,-82.985,1562009
Charlotte,Charlotte,NC,North Carolina,37119,Mecklenburg,35.208,-80.8304,1512923
Virginia Beach,Virginia Beach,VA,Virginia,51810,Virginia Beach,36.7335,-76.0435,1478868
Bronx,Bronx,NY,New York,36005,Bronx,40.8501,-73.8662,1418207
Milwaukee,Milwaukee,WI,Wisconsin,55079,Milwaukee,43.0642,-87.9673,1365787
Providence,Providence,RI,Rhode Island,44007,Providence,41.823,-71.4187,1203230
Jacksonville,Jacksonville,FL,Florida,12031,Duval,30.3322,-81.6749,1181496
Salt Lake City,Salt Lake City,UT,Utah,49035,Salt Lake,40.7777,-111.9306,1098526
Nashville,Nashville,TN,Tennessee,47037,Davidson,36.1715,-86.7843,1081903
Richmond,Richmond,VA,Virginia,51760,Richmond,37.5295,-77.4756,1075798
Memphis,Memphis,TN,Tennessee,47157,Shelby,35.1046,-89.9773,1066967
Raleigh,Raleigh,NC,North Carolina,37183,Wake,35.8325,-78.6435,1038738
New Orleans,New Orleans,LA,Louisiana,22071,Orleans,30.0687,-89.9288,1020886
Louisville,Louisville,KY,Kentucky,21111,Jefferson,38.1663,-85.6485,1005654
Oklahoma City,Oklahoma City,OK,Oklahoma,40109,Oklahoma,35.4676,-97.5136,972943
Bridgeport,Bridgeport,CT,Connecticut,9001,Fairfield,41.1918,-73.1953,924449
Buffalo,Buffalo,NY,New York,36029,Erie,42.9016,-78.8487,914341
Fort Worth,Fort Worth,TX,Texas,48439,Tarrant,32.7811,-97.3473,909585
Hartford,Hartford,CT,Connecticut,9003,Hartford,41.7661,-72.6834,905152
Tucson,Tucson,AZ,Arizona,4019,Pima,32.1545,-110.8782,888486
Omaha,Omaha,NE,Nebraska,31055,Douglas,41.2627,-96.0522,847819
El Paso,El Paso,TX,Texas,48141,El Paso,31.8479,-106.4309,843386
Honolulu,Honolulu,HI,Hawaii,15003,Honolulu,21.3294,-157.846,820987
McAllen,McAllen,TX,Texas,48215,Hidalgo,26.2273,-98.2471,804114
Albuquerque,Albuquerque,NM,New Mexico,35001,Bernalillo,35.1053,-106.6464,761195
Birmingham,Birmingham,AL,Alabama,1073,Jefferson,33.5277,-86.7987,739573
Sarasota,Sarasota,FL,Florida,12115,Sarasota,27.3386,-82.5431,722243
Dayton,Dayton,OH,Ohio,39113,Montgomery,39.7797,-84.1998,718353
Rochester,Rochester,NY,New York,36055,Monroe,43.168,-77.6162,703952
Fresno,Fresno,CA,California,6019,Fresno,36.7831,-119.7941,703498
Allentown,Allentown,PA,Pennsylvania,42077,Lehigh,40.5961,-75.4756,683794
Tulsa,Tulsa,OK,Oklahoma,40143,Tulsa,36.1284,-95.9042,671033
Cape Coral,Cape Coral,FL,Florida,12071,Lee,26.6446,-81.9956,668382
Concord,Concord,CA,California,6013,Contra Costa,37.9722,-122.0016,652308
Colorado Springs,Colorado Springs,CO,Colorado,8041,El Paso,38.8674,-104.7606,642413
Charleston,Charleston,SC,South Carolina,45019,Charleston,32.8153,-79.9628,628377
Springfield,Springfield,MA,Massachusetts,25013,Hampden,42.1155,-72.5395,623401
Grand Rapids,Grand Rapids,MI,Michigan,26081,Kent,42.962,-85.6562,609314
Mission Viejo,Mission Viejo,CA,California,6059,Orange,33.6095,-117.655,590249
Albany,Albany,NY,New York,36001,Albany,42.6664,-73.7987,586383
Knoxville,Knoxville,TN,Tennessee,47093,Knox,35.9692,-83.9496,586048
Bakersfield,Bakersfield,CA,California,6029,Kern,35.3529,-119.0359,579295
Ogden,Ogden,UT,Utah,49057,Weber,41.2278,-111.9682,578523
Baton Rouge,Baton Rouge,LA,Louisiana,22033,East Baton Rouge,30.4418,-91.131,570308
Akron,Akron,OH,Ohio,39153,Summit,41.0798,-81.5219,565208
New Haven,New Haven,CT,Connecticut,9009,New Haven,41.3112,-72.9246,564830
Columbia,Columbia,SC,South Carolina,45079,Richland,34.0376,-80.9037,560041
Mesa,Mesa,AZ,Arizona,4013,Maricopa,33.4017,-111.718,518012
Palm Bay,Palm Bay,FL,Florida,12009,Brevard,27.955,-80.6627,507002
Provo,Provo,UT,Utah,49049,Utah,40.2457,-111.6457,500617
Worcester,Worcester,MA,Massachusetts,25027,Worcester,42.2705,-71.8079,498328
Murrieta,Murrieta,CA,California,6065,Riverside,33.572,-117.1909,496046
Greenville,Greenville,SC,South Carolina,45045,Greenville,34.8353,-82.3647,484465
Wichita,Wichita,KS,Kansas,20173,Sedgwick,37.6896,-97.3442,482249
Toledo,Toledo,OH,Ohio,39095,Lucas,41.6639,-83.5822,482111
Staten Island,Staten Island,NY,New York,36085,Richmond,40.5834,-74.1496,476143
Des Moines,Des Moines,IA,Iowa,19153,Polk,41.5725,-93.6105,473957
Long Beach,Long Beach,CA,California,6037,Los Angeles,33.7981,-118.1675,462628
Port St. Lucie,Port St. Lucie,FL,Florida,12111,St. Lucie,27.2796,-80.3883,461152
Denton,Denton,TX,Texas,48121,Denton,33.2176,-97.1419,457177
Madison,Madison,WI,Wisconsin,55025,Dane,43.0826,-89.3931,447245
Reno,Reno,NV,Nevada,32031,Washoe,39.5497,-119.8483,445020
Harrisburg,Harrisburg,PA,Pennsylvania,42043,Dauphin,40.2752,-76.8843,442289
Little Rock,Little Rock,AR,Arkansas,5119,Pulaski,34.7256,-92.3576,439815
Oakland,Oakland,CA,California,6001,Alameda,37.7903,-122.2165,433031
Durham,Durham,NC,North Carolina,37063,Durham,35.9794,-78.9031,424700
Winston-Salem,Winston-Salem,NC,North Carolina,37067,Forsyth,36.1029,-80.2611,422269
Bonita Springs,Bonita Springs,FL,Florida,12071,Lee,26.3559,-81.7861,421291
Indio,Indio,CA,California,6065,Riverside,33.7346,-116.2346,417059
Palm Coast,Palm Coast,FL,Florida,12035,Flagler,29.5392,-81.246,417007
Chattanooga,Chattanooga,TN,Tennessee,47065,Hamilton,35.0657,-85.2488,415501
Spokane,Spokane,WA,Washington,53063,Spokane,47.6671,-117.433,412275
Syracuse,Syracuse,NY,New York,36067,Onondaga,43.0409,-76.1438,404223
Lancaster,Lancaster,PA,Pennsylvania,42071,Lancaster,40.0421,-76.3012,401524
Arlington,Arlington,TX,Texas,48439,Tarrant,32.6998,-97.125,398854
Stockton,Stockton,CA,California,6077,San Joaquin,37.9765,-121.3109,397264
Poughkeepsie,Poughkeepsie,NY,New York,36027,Dutchess,41.6949,-73.921,394760
Augusta,Augusta,GA,Georgia,13245,Richmond,33.3645,-82.0708,390809
Boise,Boise,ID,Idaho,16001,Ada,43.6007,-116.2312,389280
Oxnard,Oxnard,CA,California,6111,Ventura,34.1963,-119.1815,387647
Scranton,Scranton,PA,Pennsylvania,42069,Lackawanna,41.4044,-75.6649,384250
Modesto,Modesto,CA,California,6099,Stanislaus,37.6374,-121.0028,383134
Kissimmee,Kissimmee,FL,Florida,12097,Osceola,28.3042,-81.4164,382720
Aurora,Aurora,CO,Colorado,8001,Adams,39.7087,-104.7273,379289
Youngstown,Youngstown,OH,Ohio,39099,Mahoning,41.0993,-80.6463,378732
Fayetteville,Fayetteville,AR,Arkansas,5143,Washington,36.0713,-94.166,351246
Anaheim,Anaheim,CA,California,6059,Orange,33.839,-117.8572,350365
Pensacola,Pensacola,FL,Florida,12033,Escambia,30.4427,-87.1886,346921
Victorville,Victorville,CA,California,6071,San Bernardino,34.5277,-117.3536,346789
Lancaster,Lancaster,CA,California,6037,Los Angeles,34.6935,-118.1753,343304
Greensboro,Greensboro,NC,North Carolina,37081,Guilford,36.0956,-79.8269,343090
Corpus Christi,Corpus Christi,TX,Texas,48355,Nueces,27.726,-97.3755,342464
Fort Wayne,Fort Wayne,IN,Indiana,18003,Allen,41.0886,-85.1437,334122
Santa Ana,Santa Ana,CA,California,6059,Orange,33.7366,-117.8819,332318
Flint,Flint,MI,Michigan,26049,Genesee,43.0235,-83.6922,332190
Fayetteville,Fayetteville,NC,North Carolina,37051,Cumberland,35.0846,-78.9776,327435
Jackson,Jackson,MS,Mississippi,28049,Hinds,32.3163,-90.2124,325350
Santa Rosa,Santa Rosa,CA,California,6097,Sonoma,38.4458,-122.7067,324634
Lansing,Lansing,MI,Michigan,26065,Ingham,42.7142,-84.5601,324286
San Juan,San Juan,PR,Puerto Rico,72127,San Juan,18.4037,-66.0636,323279
Lexington,Lexington,KY,Kentucky,21067,Fayette,38.0423,-84.4587,323152
Ann Arbor,Ann Arbor,MI,Michigan,26161,Washtenaw,42.2755,-83.7312,322267
Henderson,Henderson,NV,Nevada,32003,Clark,36.0133,-115.038,320189
Huntsville,Huntsville,AL,Alabama,1089,Madison,34.6988,-86.6412,319249
Mobile,Mobile,AL,Alabama,1097,Mobile,30.6783,-88.1162,315502
Fort Collins,Fort Collins,CO,Colorado,8069,Larimer,40.5478,-105.0656,312666
Asheville,Asheville,NC,North Carolina,37021,Buncombe,35.5704,-82.5536,312507
Santa Clarita,Santa Clarita,CA,California,6037,Los Angeles,34.4175,-118.4964,312446
St. Paul,St. Paul,MN,Minnesota,27123,Ramsey,44.9477,-93.104,308096
Antioch,Antioch,CA,California,6013,Contra Costa,37.9789,-121.7958,302419
Lakeland,Lakeland,FL,Florida,12105,Polk,28.0556,-81.9545,302284
Trenton,Trenton,NJ,New Jersey,34021,Mercer,40.2236,-74.7641,290716
Lincoln,Lincoln,NE,Nebraska,31109,Lancaster,40.809,-96.6788,289490
Springfield,Springfield,MO,Missouri,29077,Greene,37.1943,-93.2916,288090
Anchorage,Anchorage,AK,Alaska,2020,Anchorage,61.1508,-149.1091,288000
Plano,Plano,TX,Texas,48085,Collin,33.0502,-96.7487,287677
Irvine,Irvine,CA,California,6059,Orange,33.6772,-117.7738,287401
Davenport,Davenport,IA,Iowa,19163,Scott,41.5563,-90.6052,285362
Rockford,Rockford,IL,Illinois,17201,Winnebago,42.2597,-89.0641,282762
Newark,Newark,NJ,New Jersey,34013,Essex,40.7245,-74.1725,282011
South Bend,South Bend,IN,Indiana,18141,St. Joseph,41.6767,-86.2696,280498
Shreveport,Shreveport,LA,Louisiana,22017,Caddo,32.4656,-93.7956,280062
Round Lake Beach,Round Lake Beach,IL,Illinois,17097,Lake,42.379,-88.0811,279381
Savannah,Savannah,GA,Georgia,13051,Chatham,32.0281,-81.1784,276295
Myrtle Beach,Myrtle Beach,SC,South Carolina,45051,Horry,33.7096,-78.8843,275579
Chula Vista,Chula Vista,CA,California,6073,San Diego,32.6281,-117.0145,274492
Eugene,Eugene,OR,Oregon,41039,Lane,44.0563,-123.1173,273439
Canton,Canton,OH,Ohio,39151,Stark,40.8075,-81.3677,269418
Lubbock,Lubbock,TX,Texas,48303,Lubbock,33.5659,-101.8878,267648
Reading,Reading,PA,Pennsylvania,42011,Berks,40.34,-75.9267,267155
Winter Haven,Winter Haven,FL,Florida,12105,Polk,28.0118,-81.7017,267069
Salem,Salem,OR,Oregon,41047,Marion,44.9231,-123.0246,266804
St. Petersburg,St. Petersburg,FL,Florida,12103,Pinellas,27.7931,-82.6652,265351
Lafayette,Lafayette,LA,Louisiana,22055,Lafayette,30.2084,-92.0323,264357
Laredo,Laredo,TX,Texas,48479,Webb,27.5629,-99.4875,262491
Jersey City,Jersey City,NJ,New Jersey,34017,Hudson,40.7161,-74.0682,262075
Concord,Concord,NC,North Carolina,37025,Cabarrus,35.3933,-80.6366,261801
Columbus,Columbus,GA,Georgia,13215,Muscogee,32.51,-84.8771,261445
Chandler,Chandler,AZ,Arizona,4013,Maricopa,33.2826,-111.8516,261165
McKinney,McKinney,TX,Texas,48085,Collin,33.2015,-96.6669,258277
Scottsdale,Scottsdale,AZ,Arizona,4013,Maricopa,33.6872,-111.8651,258069
Killeen,Killeen,TX,Texas,48027,Bell,31.0754,-97.7296,258009
Tallahassee,Tallahassee,FL,Florida,12073,Leon,30.4551,-84.2526,257601
Peoria,Peoria,IL,Illinois,17143,Peoria,40.752,-89.6153,256286
Wilmington,Wilmington,NC,North Carolina,37129,New Hanover,34.21,-77.8866,255616
Montgomery,Montgomery,AL,Alabama,1101,Montgomery,32.3473,-86.2666,254634
Gilbert,Gilbert,AZ,Arizona,4013,Maricopa,33.3101,-111.7463,254114
Glendale,Glendale,AZ,Arizona,4013,Maricopa,33.5791,-112.2311,252381
North Las Vegas,North Las Vegas,NV,Nevada,32003,Clark,36.288,-115.0901,251974
Chesapeake,Chesapeake,VA,Virginia,51550,Chesapeake,36.6778,-76.3024,244835
Barnstable,Barnstable,MA,Massachusetts,25001,Barnstable,41.6722,-70.3599,242847
Norfolk,Norfolk,VA,Virginia,51710,Norfolk,36.8945,-76.259,242742
Fremont,Fremont,CA,California,6001,Alameda,37.5265,-121.9852,241110
Kennewick,Kennewick,WA,Washington,53005,Benton,46.1978,-119.1732,240735
Garland,Garland,TX,Texas,48113,Dallas,32.91,-96.6305,239928
Irving,Irving,TX,Texas,48113,Dallas,32.8584,-96.9702,239798
Visalia,Visalia,CA,California,6107,Tulare,36.3276,-119.3269,237386
Atlantic City,Atlantic City,NJ,New Jersey,34001,Atlantic,39.3797,-74.4527,237054
Paradise,Paradise,NV,Nevada,32003,Clark,36.0807,-115.1369,235087
Nashua,Nashua,NH,New Hampshire,33011,Hillsborough,42.7491,-71.491,233917
Arlington,Arlington,VA,Virginia,51013,Arlington,38.8786,-77.1011,233464
Hialeah,Hialeah,FL,Florida,12086,Miami-Dade,25.8696,-80.3046,233339
York,York,PA,Pennsylvania,42133,York,39.9651,-76.7315,233184
Evansville,Evansville,IN,Indiana,18163,Vanderburgh,37.9881,-87.5341,230427
Avondale,Avondale,AZ,Arizona,4013,Maricopa,33.3858,-112.3236,227289
Brownsville,Brownsville,TX,Texas,48061,Cameron,25.998,-97.4565,227239
Gulfport,Gulfport,MS,Mississippi,28047,Harrison,30.4271,-89.0703,220987
Appleton,Appleton,WI,Wisconsin,55087,Outagamie,44.2779,-88.3891,220570
Bremerton,Bremerton,WA,Washington,53035,Kitsap,47.5436,-122.7122,218400
Hickory,Hickory,NC,North Carolina,37035,Catawba,35.7425,-81.323,218323
Tacoma,Tacoma,WA,Washington,53053,Pierce,47.2431,-122.4531,217827
San Bernardino,San Bernardino,CA,California,6071,San Bernardino,34.1417,-117.2946,215784
College Station,College Station,TX,Texas,48041,Brazos,30.5852,-96.296,215243
Kalamazoo,Kalamazoo,MI,Michigan,26077,Kalamazoo,42.2749,-85.5882,215193
Thousand Oaks,Thousand Oaks,CA,California,6111,Ventura,34.1914,-118.8755,215029
Roanoke,Roanoke,VA,Virginia,51770,Roanoke,37.2785,-79.958,214674
Fontana,Fontana,CA,California,6071,San Bernardino,34.0968,-117.4599,214547
Moreno Valley,Moreno Valley,CA,California,6065,Riverside,33.9244,-117.2045,213055
North Port,North Port,FL,Florida,12115,Sarasota,27.0577,-82.1975,209070
Fargo,Fargo,ND,North Dakota,38017,Cass,46.8652,-96.8292,208675
Green Bay,Green Bay,WI,Wisconsin,55009,Brown,44.515,-87.9896,207557
Spring Valley,Spring Valley,NV,Nevada,32003,Clark,36.0987,-115.2619,207127
Amarillo,Amarillo,TX,Texas,48375,Potter,35.1988,-101.8311,205603
Portland,Portland,ME,Maine,23005,Cumberland,43.6773,-70.2715,203969
Santa Barbara,Santa Barbara,CA,California,6083,Santa Barbara,34.4285,-119.7202,202401
Gainesville,Gainesville,FL,Florida,12001,Alachua,29.6804,-82.3458,202335
Olympia,Olympia,WA,Washington,53067,Thurston,47.0417,-122.8959,200915
Frisco,Frisco,TX,Texas,48085,Collin,33.1555,-96.8215,200490
Yonkers,Yonkers,NY,New York,36119,Westchester,40.9466,-73.8674,200370
Norwich,Norwich,CT,Connecticut,9011,New London,41.5495,-72.0882,200289
Glendale,Glendale,CA,California,6037,Los Angeles,34.1818,-118.2468,199303
Huntington Beach,Huntington Beach,CA,California,6059,Orange,33.696,-118.0025,199223
Deltona,Deltona,FL,Florida,12127,Volusia,28.905,-81.2137,198361
Aurora,Aurora,IL,Illinois,17089,Kane,41.7637,-88.2901,197757
Tempe,Tempe,AZ,Arizona,4013,Maricopa,33.3881,-111.9318,195805
Overland Park,Overland Park,KS,Kansas,20091,Johnson,38.887,-94.687,195494
Grand Prairie,Grand Prairie,TX,Texas,48113,Dallas,32.6872,-97.0209,194543
Sunrise Manor,Sunrise Manor,NV,Nevada,32003,Clark,36.1785,-115.049,193781
Waco,Waco,TX,Texas,48309,McLennan,31.5598,-97.1881,192315
Salinas,Salinas,CA,California,6053,Monterey,36.6884,-121.6317,190972
Waterbury,Waterbury,CT,Connecticut,9009,New Haven,41.5583,-73.0361,189614
Clarksville,Clarksville,TN,Tennessee,47125,Montgomery,36.5695,-87.342,188746
Cedar Rapids,Cedar Rapids,IA,Iowa,19113,Linn,41.9665,-91.6782,188038
Sioux Falls,Sioux Falls,SD,South Dakota,46099,Minnehaha,43.5397,-96.732,187239
Huntington,Huntington,WV,West Virginia,54011,Cabell,38.4109,-82.4344,186034
Ontario,Ontario,CA,California,6071,San Bernardino,34.0393,-117.6064,185010
Hagerstown,Hagerstown,MD,Maryland,24043,Washington,39.6401,-77.7217,184755
Erie,Erie,PA,Pennsylvania,42049,Erie,42.1168,-80.0733,184484
Vancouver,Vancouver,WA,Washington,53011,Clark,45.6366,-122.5967,184463
Nampa,Nampa,ID,Idaho,16027,Canyon,43.5845,-116.5631,184428
Spartanburg,Spartanburg,SC,South Carolina,45083,Spartanburg,34.9437,-81.9257,182701
Gastonia,Gastonia,NC,North Carolina,37071,Gaston,35.2494,-81.1853,182581
Fort Lauderdale,Fort Lauderdale,FL,Florida,12011,Broward,26.1412,-80.1464,182437
Lorain,Lorain,OH,Ohio,39093,Lorain,41.4409,-82.184,180279
Murfreesboro,Murfreesboro,TN,Tennessee,47149,Rutherford,35.8492,-86.4119,179951
High Point,High Point,NC,North Carolina,37081,Guilford,35.9907,-79.9938,179913
Newport News,Newport News,VA,Virginia,51700,Newport News,37.1051,-76.5185,179225
Rancho Cucamonga,Rancho Cucamonga,CA,California,6071,San Bernardino,34.1248,-117.5666,177603
Hemet,Hemet,CA,California,6065,Riverside,33.7341,-116.9969,177253
Santa Cruz,Santa Cruz,CA,California,6087,Santa Cruz,36.9789,-122.0346,176428
Danbury,Danbury,CT,Connecticut,9001,Fairfield,41.4016,-73.471,176030
Peoria,Peoria,AZ,Arizona,4013,Maricopa,33.7844,-112.2989,175961
Oceanside,Oceanside,CA,California,6073,San Diego,33.2247,-117.3083,175742
Elk Grove,Elk Grove,CA,California,6067,Sacramento,38.416,-121.3842,174775
Pembroke Pines,Pembroke Pines,FL,Florida,12011,Broward,26.0128,-80.3382,173591
Vallejo,Vallejo,CA,California,6095,Solano,38.1133,-122.2358,173256
Garden Grove,Garden Grove,CA,California,6059,Orange,33.7787,-117.9601,171644
Enterprise,Enterprise,NV,Nevada,32003,Clark,36.0164,-115.2208,171108
Medford,Medford,OR,Oregon,41029,Jackson,42.3372,-122.8537,170876
Cary,Cary,NC,North Carolina,37183,Wake,35.782,-78.8191,170282
Marysville,Marysville,WA,Washington,53061,Snohomish,48.0809,-122.1561,170009
Corona,Corona,CA,California,6065,Riverside,33.8616,-117.5649,169868
Ocala,Ocala,FL,Florida,12083,Marion,29.178,-82.1511,169383
Fredericksburg,Fredericksburg,VA,Virginia,51630,Fredericksburg,38.2992,-77.4872,168909
Gainesville,Gainesville,GA,Georgia,13139,Hall,34.2903,-83.8301,167371
Manchester,Manchester,NH,New Hampshire,33011,Hillsborough,42.9848,-71.4447,162877
Bayamón,Bayamon,PR,Puerto Rico,72021,Bayamón,18.3793,-66.1635,161034
Champaign,Champaign,IL,Illinois,17019,Champaign,40.1144,-88.2735,159443
Alexandria,Alexandria,VA,Virginia,51510,Alexandria,38.8185,-77.0861,159428
Hayward,Hayward,CA,California,6001,Alameda,37.6328,-122.0772,159203
Springfield,Springfield,IL,Illinois,17167,Sangamon,39.771,-89.6538,158509
Lakewood,Lakewood,CO,Colorado,8059,Jefferson,39.6977,-105.1168,157935
Lafayette,Lafayette,IN,Indiana,18157,Tippecanoe,40.399,-86.8594,157820
Frederick,Frederick,MD,Maryland,24021,Frederick,39.4336,-77.4141,156787
Lake Charles,Lake Charles,LA,Louisiana,22019,Calcasieu,30.2012,-93.2122,156181
Odessa,Odessa,TX,Texas,48135,Ector,31.8831,-102.3406,155998
Tuscaloosa,Tuscaloosa,AL,Alabama,1125,Tuscaloosa,33.2348,-87.5267,155499
Warner Robins,Warner Robins,GA,Georgia,13153,Houston,32.597,-83.6529,155140
Palmdale,Palmdale,CA,California,6037,Los Angeles,34.5944,-118.1057,155079
Hollywood,Hollywood,FL,Florida,12011,Broward,26.0294,-80.1679,154817
Midland,Midland,TX,Texas,48329,Midland,32.0249,-102.1137,154793
Leesburg,Leesburg,FL,Florida,12069,Lake,28.7657,-81.8996,154574
Port Arthur,Port Arthur,TX,Texas,48245,Jefferson,29.8554,-93.9264,154468
Muskegon,Muskegon,MI,Michigan,26121,Muskegon,43.2281,-86.2563,153565
Macon,Macon,GA,Georgia,13021,Bibb,32.8065,-83.6974,153159
Kansas City,Kansas City,KS,Kansas,20209,Wyandotte,39.1234,-94.7443,152960
Sunnyvale,Sunnyvale,CA,California,6085,Santa Clara,37.3836,-122.0256,152703
Pomona,Pomona,CA,California,6037,Los Angeles,34.0585,-117.7626,151691
Escondido,Escondido,CA,California,6073,San Diego,33.1347,-117.0722,151625
Pasadena,Pasadena,TX,Texas,48201,Harris,29.6583,-95.1499,151227
New Bedford,New Bedford,MA,Massachusetts,25005,Bristol,41.6697,-70.9428,149910
Fairfield,Fairfield,CA,California,6095,Solano,38.2592,-122.0324,148683
Naperville,Naperville,IL,Illinois,17043,DuPage,41.7483,-88.1657,148449
Bellevue,Bellevue,WA,Washington,53033,King,47.5951,-122.1535,148164
Binghamton,Binghamton,NY,New York,36007,Broome,42.1014,-75.9093,148145
Elkhart,Elkhart,IN,Indiana,18039,Elkhart,41.6916,-85.9628,147567
Topeka,Topeka,KS,Kansas,20177,Shawnee,39.0346,-95.6955,147458
Joliet,Joliet,IL,Illinois,17197,Will,41.5189,-88.1499,147344
Beaumont,Beaumont,TX,Texas,48245,Jefferson,30.0849,-94.1451,146091
Paterson,Paterson,NJ,New Jersey,34031,Passaic,40.9147,-74.1624,145233
Merced,Merced,CA,California,6047,Merced,37.3057,-120.4778,145149
Pueblo,Pueblo,CO,Colorado,8101,Pueblo,38.2705,-104.6112,143932
Tyler,Tyler,TX,Texas,48423,Smith,32.3184,-95.3062,143796
Torrance,Torrance,CA,California,6037,Los Angeles,33.8346,-118.3417,143592
Yuma,Yuma,AZ,Arizona,4027,Yuma,32.5992,-114.5488,142847
Metairie,Metairie,LA,Louisiana,22051,Jefferson,29.9977,-90.178,142135
Surprise,Surprise,AZ,Arizona,4013,Maricopa,33.68,-112.4524,141664
Columbia,Columbia,MO,Missouri,29019,Boone,38.9478,-92.3256,141645
Athens,Athens,GA,Georgia,13059,Clarke,33.9508,-83.3689,141532
Roseville,Roseville,CA,California,6061,Placer,38.7703,-121.3196,141500
Thornton,Thornton,CO,Colorado,8001,Adams,39.9197,-104.9438,141464
Miramar,Miramar,FL,Florida,12011,Broward,25.9773,-80.3351,141191
Pasadena,Pasadena,CA,California,6037,Los Angeles,34.1597,-118.139,141029
Mesquite,Mesquite,TX,Texas,48113,Dallas,32.7623,-96.5889,140937
Olathe,Olathe,KS,Kansas,20091,Johnson,38.8832,-94.8198,140545
Santa Maria,Santa Maria,CA,California,6083,Santa Barbara,34.9334,-120.4432,140545
Houma,Houma,LA,Louisiana,22109,Terrebonne,29.5799,-90.7058,140469
Carrollton,Carrollton,TX,Texas,48113,Dallas,32.989,-96.8999,139248
Grand Junction,Grand Junction,CO,Colorado,8077,Mesa,39.0876,-108.5673,139143
Charleston,Charleston,WV,West Virginia,54039,Kanawha,38.3484,-81.6323,138706
Orange,Orange,CA,California,6059,Orange,33.8038,-117.8218,138669
Fullerton,Fullerton,CA,California,6059,Orange,33.8841,-117.9279,138632
Greeley,Greeley,CO,Colorado,8123,Weld,40.4151,-104.7706,137810
Carolina,Carolina,PR,Puerto Rico,72031,Carolina,18.4054,-65.9792,136771
Las Cruces,Las Cruces,NM,New Mexico,35013,Doña Ana,32.3265,-106.7892,136254
Panama City,Panama City,FL,Florida,12005,Bay,30.1995,-85.6004,136133
Harlingen,Harlingen,TX,Texas,48061,Cameron,26.1917,-97.6976,136037
West Valley City,West Valley City,UT,Utah,49035,Salt Lake,40.6889,-112.0115,135248
Hampton,Hampton,VA,Virginia,51650,Hampton,37.0551,-76.363,134510
Warren,Warren,MI,Michigan,26099,Macomb,42.4934,-83.027,133943
Mauldin,Mauldin,SC,South Carolina,45045,Greenville,34.7849,-82.3005,133872
