city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population
Glenview,Glenview,IL,Illinois,17031,Cook,42.0825,-87.8216,47308
Mentor,Mentor,OH,Ohio,39085,Lake,41.6895,-81.3361,47262
Keller,Keller,TX,Texas,48439,Tarrant,32.9337,-97.2255,47213
Danville,Danville,IL,Illinois,17183,Vermilion,40.1423,-87.6114,47059
Spring Hill,Spring Hill,TN,Tennessee,47119,Maury,35.7438,-86.9116,47042
Roseville,Roseville,MI,Michigan,26099,Macomb,42.5074,-82.9369,47018
Elmhurst,Elmhurst,IL,Illinois,17043,DuPage,41.8973,-87.9432,46746
New Philadelphia,New Philadelphia,OH,Ohio,39157,Tuscarawas,40.486,-81.4402,46698
Sandusky,Sandusky,OH,Ohio,39043,Erie,41.4437,-82.7149,46655
El Dorado Hills,El Dorado Hills,CA,California,6017,El Dorado,38.675,-121.049,46593
Salina,Salina,KS,Kansas,20169,Saline,38.8137,-97.6143,46550
Euclid,Euclid,OH,Ohio,39035,Cuyahoga,41.5904,-81.5188,46550
Kingman,Kingman,AZ,Arizona,4015,Mohave,35.217,-114.0105,46524
Everett,Everett,MA,Massachusetts,25017,Middlesex,42.4064,-71.0545,46451
Farmington,Farmington,MO,Missouri,29187,St. Francois,37.7821,-90.4288,46331
Weatherford,Weatherford,TX,Texas,48367,Parker,32.7536,-97.7723,46268
Middletown,Middletown,CT,Connecticut,9007,Middlesex,41.5476,-72.6549,46258
Roseburg,Roseburg,OR,Oregon,41019,Douglas,43.2232,-123.3518,46228
Biloxi,Biloxi,MS,Mississippi,28047,Harrison,30.4422,-88.9512,46212
Leavenworth,Leavenworth,KS,Kansas,20103,Leavenworth,39.3239,-94.924,46192
Fort Pierce,Fort Pierce,FL,Florida,12111,St. Lucie,27.4256,-80.3431,46103
Winter Garden,Winter Garden,FL,Florida,12095,Orange,28.5421,-81.5966,46051
Oro Valley,Oro Valley,AZ,Arizona,4019,Pima,32.4208,-110.9768,46044
Morgan Hill,Morgan Hill,CA,California,6085,Santa Clara,37.1326,-121.6417,45952
Potomac,Potomac,MD,Maryland,24031,Montgomery,39.0141,-77.1943,45940
Pinehurst,Pinehurst,NC,North Carolina,37125,Moore,35.1922,-79.4684,45935
Danville,Danville,VA,Virginia,51590,Danville,36.5831,-79.4087,45890
Rockwall,Rockwall,TX,Texas,48397,Rockwall,32.9169,-96.4377,45888
Coachella,Coachella,CA,California,6065,Riverside,33.6905,-116.143,45743
Wake Forest,Wake Forest,NC,North Carolina,37183,Wake,35.9629,-78.5141,45629
Pearl City,Pearl City,HI,Hawaii,15003,Honolulu,21.4031,-157.9566,45605
Tupelo,Tupelo,MS,Mississippi,28081,Lee,34.2692,-88.7318,45466
Attleboro,Attleboro,MA,Massachusetts,25005,Bristol,41.9311,-71.295,45237
Pine Bluff,Pine Bluff,AR,Arkansas,5069,Jefferson,34.2116,-92.0178,45204
Oakland Park,Oakland Park,FL,Florida,12011,Broward,26.178,-80.1528,45202
Marion,Marion,OH,Ohio,39101,Marion,40.5933,-83.1237,45181
Hilo,Hilo,HI,Hawaii,15001,Hawaii,19.6886,-155.0864,45056
Lufkin,Lufkin,TX,Texas,48005,Angelina,31.3217,-94.7277,44867
Altadena,Altadena,CA,California,6037,Los Angeles,34.1928,-118.1345,44850
Manitowoc,Manitowoc,WI,Wisconsin,55071,Manitowoc,44.0991,-87.6811,44770
Lake Ridge,Lake Ridge,VA,Virginia,51153,Prince William,38.6843,-77.3059,44716
Selma,Selma,CA,California,6019,Fresno,36.5715,-119.6143,44703
Strongsville,Strongsville,OH,Ohio,39035,Cuyahoga,41.3128,-81.8313,44660
Danville,Danville,CA,California,6013,Contra Costa,37.8121,-121.9698,44510
Quincy,Quincy,IL,Illinois,17001,Adams,39.9335,-91.3799,44466
Lancaster,Lancaster,OH,Ohio,39045,Fairfield,39.7249,-82.6049,44447
Riverton,Riverton,UT,Utah,49035,Salt Lake,40.5177,-111.9635,44440
The Colony,The Colony,TX,Texas,48121,Denton,33.0925,-96.8977,44438
Urbandale,Urbandale,IA,Iowa,19153,Polk,41.639,-93.7813,44379
Plainfield,Plainfield,IL,Illinois,17197,Will,41.6206,-88.2252,44308
Lombard,Lombard,IL,Illinois,17043,DuPage,41.8742,-88.0157,44303
Prescott,Prescott,AZ,Arizona,4025,Yavapai,34.585,-112.4475,44299
North Lauderdale,North Lauderdale,FL,Florida,12011,Broward,26.2113,-80.2209,44262
Eureka,Eureka,CA,California,6023,Humboldt,40.7942,-124.1568,44236
Hackensack,Hackensack,NJ,New Jersey,34003,Bergen,40.889,-74.0461,44188
Sayreville,Sayreville,NJ,New Jersey,34023,Middlesex,40.4656,-74.3237,44173
Altamonte Springs,Altamonte Springs,FL,Florida,12117,Seminole,28.6615,-81.3953,44143
Del Rio,Del Rio,TX,Texas,48465,Val Verde,29.3708,-100.88,44121
Cleveland Heights,Cleveland Heights,OH,Ohio,39035,Cuyahoga,41.5112,-81.5636,43992
Bountiful,Bountiful,UT,Utah,49011,Davis,40.8722,-111.8647,43981
Desert Hot Springs,Desert Hot Springs,CA,California,6065,Riverside,33.9551,-116.543,43914
Peachtree Corners,Peachtree Corners,GA,Georgia,13135,Gwinnett,33.967,-84.2319,43905
Haltom City,Haltom City,TX,Texas,48439,Tarrant,32.8176,-97.2707,43874
Ormond Beach,Ormond Beach,FL,Florida,12127,Volusia,29.296,-81.1003,43759
Cutler Bay,Cutler Bay,FL,Florida,12086,Miami-Dade,25.5765,-80.3356,43718
Trujillo Alto,Trujillo Alto,PR,Puerto Rico,72139,Trujillo Alto,18.3601,-66.0103,43703
Adrian,Adrian,MI,Michigan,26091,Lenawee,41.8994,-84.0446,43689
Goose Creek,Goose Creek,SC,South Carolina,45015,Berkeley,32.9925,-80.0054,43665
Moorhead,Moorhead,MN,Minnesota,27027,Clay,46.8673,-96.7461,43652
Westfield,Westfield,IN,Indiana,18057,Hamilton,40.0333,-86.1532,43649
Concord,Concord,NH,New Hampshire,33013,Merrimack,43.2305,-71.5595,43627
Annandale,Annandale,VA,Virginia,51059,Fairfax,38.8324,-77.196,43295
Rohnert Park,Rohnert Park,CA,California,6097,Sonoma,38.348,-122.6964,43291
Brea,Brea,CA,California,6059,Orange,33.9254,-117.8656,43255
Klamath Falls,Klamath Falls,OR,Oregon,41035,Klamath,42.2191,-121.7754,43246
Salem,Salem,MA,Massachusetts,25009,Essex,42.5129,-70.902,43226
Channelview,Channelview,TX,Texas,48201,Harris,29.7914,-95.1145,43055
North Miami Beach,North Miami Beach,FL,Florida,12086,Miami-Dade,25.9302,-80.166,43041
Whitney,Whitney,NV,Nevada,32003,Clark,36.1005,-115.038,42973
Freeport,Freeport,NY,New York,36059,Nassau,40.6515,-73.585,42956
Centralia,Centralia,WA,Washington,53041,Lewis,46.7226,-122.9696,42922
Gallatin,Gallatin,TN,Tennessee,47165,Sumner,36.3782,-86.4696,42918
Stevens Point,Stevens Point,WI,Wisconsin,55097,Portage,44.5241,-89.5508,42837
San Bruno,San Bruno,CA,California,6081,San Mateo,37.6254,-122.4313,42807
Burke,Burke,VA,Virginia,51059,Fairfax,38.7773,-77.2633,42806
Brentwood,Brentwood,TN,Tennessee,47187,Williamson,35.9918,-86.7758,42783
North Fort Myers,North Fort Myers,FL,Florida,12071,Lee,26.7243,-81.8491,42770
Hicksville,Hicksville,NY,New York,36059,Nassau,40.7637,-73.5245,42709
West Babylon,West Babylon,NY,New York,36103,Suffolk,40.7112,-73.3567,42665
Edmonds,Edmonds,WA,Washington,53061,Snohomish,47.8115,-122.3533,42605
Apache Junction,Apache Junction,AZ,Arizona,4021,Pinal,33.3985,-111.5351,42571
Fairfield,Fairfield,OH,Ohio,39017,Butler,39.3301,-84.5409,42558
Oakley,Oakley,CA,California,6013,Contra Costa,37.9929,-121.6951,42543
Hutchinson,Hutchinson,KS,Kansas,20155,Reno,38.0671,-97.9081,42531
Greenwood,Greenwood,SC,South Carolina,45047,Greenwood,34.1945,-82.1542,42429
Richmond,Richmond,IN,Indiana,18177,Wayne,39.8318,-84.8905,42373
Linden,Linden,NJ,New Jersey,34039,Union,40.6251,-74.2381,42361
Puyallup,Puyallup,WA,Washington,53053,Pierce,47.1794,-122.2902,42361
Huntsville,Huntsville,TX,Texas,48471,Walker,30.705,-95.5544,42241
Urbana,Urbana,IL,Illinois,17019,Champaign,40.1106,-88.1972,42214
Beverly,Beverly,MA,Massachusetts,25009,Essex,42.5681,-70.8627,42174
Clovis,Clovis,NM,New Mexico,35009,Curry,34.4376,-103.1923,42168
Statesboro,Statesboro,GA,Georgia,13031,Bulloch,32.4376,-81.775,42102
Hobbs,Hobbs,NM,New Mexico,35025,Lea,32.7282,-103.16,42095
McMinnville,McMinnville,OR,Oregon,41071,Yamhill,45.211,-123.1918,42062
Schertz,Schertz,TX,Texas,48187,Guadalupe,29.5649,-98.2537,42042
Bell Gardens,Bell Gardens,CA,California,6037,Los Angeles,33.9663,-118.155,42012
Oviedo,Oviedo,FL,Florida,12117,Seminole,28.658,-81.1872,41860
Odenton,Odenton,MD,Maryland,24003,Anne Arundel,39.0661,-76.6939,41846
Grove City,Grove City,OH,Ohio,39049,Franklin,39.8659,-83.0694,41820
Campbell,Campbell,CA,California,6085,Santa Clara,37.2802,-121.9538,41793
Wentzville,Wentzville,MO,Missouri,29183,St. Charles,38.8152,-90.8667,41784
Woonsocket,Woonsocket,RI,Rhode Island,44007,Providence,42.001,-71.4993,41751
La Quinta,La Quinta,CA,California,6065,Riverside,33.6536,-116.2785,41748
Weslaco,Weslaco,TX,Texas,48215,Hidalgo,26.1648,-97.9898,41629
Zanesville,Zanesville,OH,Ohio,39119,Muskingum,39.9565,-82.0132,41589
Newnan,Newnan,GA,Georgia,13077,Coweta,33.3766,-84.7761,41581
Shakopee,Shakopee,MN,Minnesota,27139,Scott,44.7744,-93.4764,41570
Brighton,Brighton,CO,Colorado,8001,Adams,39.9716,-104.7964,41554
Catonsville,Catonsville,MD,Maryland,24005,Baltimore,39.2646,-76.7424,41547
Rancho Palos Verdes,Rancho Palos Verdes,CA,California,6037,Los Angeles,33.7554,-118.3637,41530
Mableton,Mableton,GA,Georgia,13067,Cobb,33.8132,-84.5656,41487
Coppell,Coppell,TX,Texas,48113,Dallas,32.9638,-96.9905,41421
Linton Hall,Linton Hall,VA,Virginia,51153,Prince William,38.7551,-77.575,41386
Moline,Moline,IL,Illinois,17161,Rock Island,41.4821,-90.4921,41356
Delaware,Delaware,OH,Ohio,39041,Delaware,40.2866,-83.0747,41283
Westfield,Westfield,MA,Massachusetts,25013,Hampden,42.1382,-72.7561,41204
Shelton,Shelton,CT,Connecticut,9001,Fairfield,41.306,-73.1383,41129
Greenacres,Greenacres,FL,Florida,12099,Palm Beach,26.6272,-80.1371,41117
Westerville,Westerville,OH,Ohio,39049,Franklin,40.1241,-82.9209,41103
Manassas,Manassas,VA,Virginia,51683,Manassas,38.7479,-77.4839,41085
Kearny,Kearny,NJ,New Jersey,34017,Hudson,40.7528,-74.1202,41058
Los Banos,Los Banos,CA,California,6047,Merced,37.063,-120.8406,41036
Richmond,Richmond,KY,Kentucky,21151,Madison,37.7306,-84.2926,40972
Spanish Fork,Spanish Fork,UT,Utah,49049,Utah,40.1101,-111.6406,40913
Belleville,Belleville,IL,Illinois,17163,St. Clair,38.5165,-89.99,40897
Maplewood,Maplewood,MN,Minnesota,27123,Ramsey,44.9842,-93.0247,40885
Wilkes-Barre,Wilkes-Barre,PA,Pennsylvania,42079,Luzerne,41.2468,-75.8759,40766
Pottsville,Pottsville,PA,Pennsylvania,42107,Schuylkill,40.6798,-76.2092,40685
Columbia,Columbia,TN,Tennessee,47119,Maury,35.6235,-87.0486,40663
Bartlett,Bartlett,IL,Illinois,17031,Cook,41.9803,-88.2069,40647
Bluefield,Bluefield,WV,West Virginia,54055,Mercer,37.2608,-81.2143,40640
Fitchburg,Fitchburg,MA,Massachusetts,25027,Worcester,42.5912,-71.8156,40638
Marion,Marion,IN,Indiana,18053,Grant,40.5496,-85.66,40588
Cedar Falls,Cedar Falls,IA,Iowa,19013,Black Hawk,42.5195,-92.4534,40536
Buffalo Grove,Buffalo Grove,IL,Illinois,17031,Cook,42.1673,-87.9616,40494
Jamestown,Jamestown,NY,New York,36013,Chautauqua,42.0975,-79.2366,40493
Woodlawn,Woodlawn,MD,Maryland,24005,Baltimore,39.3054,-76.7489,40469
Clarksburg,Clarksburg,WV,West Virginia,54033,Harrison,39.2863,-80.323,40403
Royal Palm Beach,Royal Palm Beach,FL,Florida,12099,Palm Beach,26.7038,-80.2241,40396
Marion,Marion,IA,Iowa,19113,Linn,42.045,-91.5846,40359
Covington,Covington,KY,Kentucky,21117,Kenton,39.0334,-84.5166,40341
Coram,Coram,NY,New York,36103,Suffolk,40.8813,-73.0059,40311
Friendswood,Friendswood,TX,Texas,48167,Galveston,29.5111,-95.1979,40290
Indian Trail,Indian Trail,NC,North Carolina,37179,Union,35.0698,-80.6457,40252
Woburn,Woburn,MA,Massachusetts,25017,Middlesex,42.4869,-71.1543,40228
The Acreage,The Acreage,FL,Florida,12099,Palm Beach,26.7741,-80.2779,40177
Holyoke,Holyoke,MA,Massachusetts,25013,Hampden,42.2125,-72.6411,40117
Montclair,Montclair,CA,California,6071,San Bernardino,34.0714,-117.698,40083
South Valley,South Valley,NM,New Mexico,35001,Bernalillo,35.0092,-106.6819,40080
Torrington,Torrington,CT,Connecticut,9005,Litchfield,41.8349,-73.1281,40003
Cedar City,Cedar City,UT,Utah,49021,Iron,37.6834,-113.0956,39995
San Gabriel,San Gabriel,CA,California,6037,Los Angeles,34.0948,-118.099,39899
Hallandale Beach,Hallandale Beach,FL,Florida,12011,Broward,25.9854,-80.1423,39847
Crystal Lake,Crystal Lake,IL,Illinois,17111,McHenry,42.2333,-88.3351,39829
Calexico,Calexico,CA,California,6025,Imperial,32.6849,-115.4944,39825
Lake Oswego,Lake Oswego,OR,Oregon,41005,Clackamas,45.413,-122.7003,39822
Amherst,Amherst,MA,Massachusetts,25015,Hampshire,42.3645,-72.5069,39814
Muskogee,Muskogee,OK,Oklahoma,40101,Muskogee,35.7431,-95.3568,39789
Romeoville,Romeoville,IL,Illinois,17197,Will,41.6318,-88.0996,39746
Plant City,Plant City,FL,Florida,12057,Hillsborough,28.014,-82.1201,39744
Keizer,Keizer,OR,Oregon,41047,Marion,45.0029,-123.0241,39713
New Berlin,New Berlin,WI,Wisconsin,55133,Waukesha,42.9726,-88.1291,39691
Chelsea,Chelsea,MA,Massachusetts,25025,Suffolk,42.3959,-71.0325,39690
La Puente,La Puente,CA,California,6037,Los Angeles,34.0323,-117.9533,39614
Roy,Roy,UT,Utah,49057,Weber,41.1715,-112.0485,39613
Security-Widefield,Security-Widefield,CO,Colorado,8041,El Paso,38.7489,-104.7142,39612
Marlborough,Marlborough,MA,Massachusetts,25017,Middlesex,42.3494,-71.5468,39597
Milton,Milton,GA,Georgia,13121,Fulton,34.1353,-84.3138,39587
Issaquah,Issaquah,WA,Washington,53033,King,47.544,-122.0471,39509
Waipahu,Waipahu,HI,Hawaii,15003,Honolulu,21.3858,-158.0103,39469
Essex,Essex,MD,Maryland,24005,Baltimore,39.3024,-76.4457,39437
Bartlesville,Bartlesville,OK,Oklahoma,40147,Washington,36.7357,-95.9453,39301
Lancaster,Lancaster,TX,Texas,48113,Dallas,32.5922,-96.7737,39228
Streamwood,Streamwood,IL,Illinois,17031,Cook,42.0209,-88.1778,39228
Germantown,Germantown,TN,Tennessee,47157,Shelby,35.0829,-89.7825,39225
Annapolis,Annapolis,MD,Maryland,24003,Anne Arundel,38.9706,-76.5047,39223
Carol Stream,Carol Stream,IL,Illinois,17043,DuPage,41.9182,-88.1308,39203
Asheboro,Asheboro,NC,North Carolina,37151,Randolph,35.7158,-79.8129,39192
Culver City,Culver City,CA,California,6037,Los Angeles,34.0058,-118.3968,39185
Kalispell,Kalispell,MT,Montana,30029,Flathead,48.2156,-114.3262,39182
Arecibo,Arecibo,PR,Puerto Rico,72013,Arecibo,18.4491,-66.7387,39176
Lynnwood,Lynnwood,WA,Washington,53061,Snohomish,47.8284,-122.3033,39141
Mooresville,Mooresville,NC,North Carolina,37097,Iredell,35.5849,-80.8265,39132
Brookfield,Brookfield,WI,Wisconsin,55133,Waukesha,43.064,-88.1231,39115
Crestview,Crestview,FL,Florida,12091,Okaloosa,30.748,-86.5784,39072
Horizon West,Horizon West,FL,Florida,12095,Orange,28.4417,-81.6145,39065
Clinton,Clinton,MD,Maryland,24033,Prince George's,38.7499,-76.9063,39018
Moses Lake,Moses Lake,WA,Washington,53025,Grant,47.128,-119.2761,39002
New Castle,New Castle,PA,Pennsylvania,42073,Lawrence,40.9956,-80.3459,38930
Olive Branch,Olive Branch,MS,Mississippi,28033,DeSoto,34.961,-89.8469,38924
Enterprise,Enterprise,AL,Alabama,1031,Coffee,31.3276,-85.8459,38914
Sun City,Sun City,AZ,Arizona,4013,Maricopa,33.6165,-112.2819,38877
Frankfort,Frankfort,KY,Kentucky,21073,Franklin,38.1924,-84.8643,38852
Northglenn,Northglenn,CO,Colorado,8001,Adams,39.9108,-104.9783,38819
Warren,Warren,OH,Ohio,39155,Trumbull,41.239,-80.8174,38752
Duncanville,Duncanville,TX,Texas,48113,Dallas,32.646,-96.9127,38751
Hurst,Hurst,TX,Texas,48439,Tarrant,32.8353,-97.1808,38655
Clermont,Clermont,FL,Florida,12069,Lake,28.5402,-81.7259,38654
Wheeling,Wheeling,IL,Illinois,17031,Cook,42.1308,-87.924,38646
Fort Lee,Fort Lee,NJ,New Jersey,34003,Bergen,40.8509,-73.9712,38605
Pacifica,Pacifica,CA,California,6081,San Mateo,37.6112,-122.4781,38546
Lake Worth,Lake Worth,FL,Florida,12099,Palm Beach,26.6196,-80.0591,38526
Lebanon,Lebanon,TN,Tennessee,47189,Wilson,36.204,-86.3481,38518
Kendall West,Kendall West,FL,Florida,12086,Miami-Dade,25.7065,-80.4388,38433
Land O' Lakes,Land O' Lakes,FL,Florida,12101,Pasco,28.2075,-82.4476,38410
Eagle Mountain,Eagle Mountain,UT,Utah,49049,Utah,40.3137,-112.0114,38391
Reynoldsburg,Reynoldsburg,OH,Ohio,39049,Franklin,39.9587,-82.7944,38327
Oxford,Oxford,MS,Mississippi,28071,Lafayette,34.3627,-89.5336,38310
Rosenberg,Rosenberg,TX,Texas,48157,Fort Bend,29.546,-95.822,38307
Martinez,Martinez,CA,California,6013,Contra Costa,37.9985,-122.116,38297
Pleasant Grove,Pleasant Grove,UT,Utah,49049,Utah,40.3716,-111.7412,38258
La Presa,La Presa,CA,California,6073,San Diego,32.711,-117.0027,38227
Severna Park,Severna Park,MD,Maryland,24003,Anne Arundel,39.087,-76.5687,38188
Huber Heights,Huber Heights,OH,Ohio,39113,Montgomery,39.8595,-84.113,38154
Stanton,Stanton,CA,California,6059,Orange,33.8002,-117.9935,38139
East Meadow,East Meadow,NY,New York,36059,Nassau,40.7197,-73.5604,38029
Menomonee Falls,Menomonee Falls,WI,Wisconsin,55133,Waukesha,43.1487,-88.1227,38014
Granbury,Granbury,TX,Texas,48221,Hood,32.4484,-97.7685,37996
Waxahachie,Waxahachie,TX,Texas,48139,Ellis,32.4032,-96.8444,37988
Valrico,Valrico,FL,Florida,12057,Hillsborough,27.9193,-82.2293,37980
Mission Bend,Mission Bend,TX,Texas,48157,Fort Bend,29.6948,-95.6657,37979
Holly Springs,Holly Springs,NC,North Carolina,37183,Wake,35.653,-78.8397,37812
Butler,Butler,PA,Pennsylvania,42019,Butler,40.8616,-79.8962,37796
Albertville,Albertville,AL,Alabama,1095,Marshall,34.2634,-86.2107,37775
London,London,KY,Kentucky,21125,Laurel,37.1175,-84.0767,37714
Egypt Lake-Leto,Egypt Lake-Leto,FL,Florida,12057,Hillsborough,28.0177,-82.5062,37704
Cottage Grove,Cottage Grove,MN,Minnesota,27163,Washington,44.8161,-92.9274,37604
Kailua,Kailua,HI,Hawaii,15003,Honolulu,21.392,-157.7396,37586
St. Marys,St. Marys,GA,Georgia,13039,Camden,30.7567,-81.5722,37556
Mechanicsville,Mechanicsville,VA,Virginia,51085,Hanover,37.6262,-77.3561,37496
Richmond West,Richmond West,FL,Florida,12086,Miami-Dade,25.6105,-80.4297,37486
Cleburne,Cleburne,TX,Texas,48251,Johnson,32.357,-97.4152,37468
Valley Stream,Valley Stream,NY,New York,36059,Nassau,40.6647,-73.7044,37431
Hanover Park,Hanover Park,IL,Illinois,17043,DuPage,41.9819,-88.1447,37426
Oswego,Oswego,NY,New York,36075,Oswego,43.4516,-76.5005,37420
Navarre,Navarre,FL,Florida,12113,Santa Rosa,30.4174,-86.8907,37362
Oregon City,Oregon City,OR,Oregon,41005,Clackamas,45.3415,-122.5927,37339
Winter Springs,Winter Springs,FL,Florida,12117,Seminole,28.6889,-81.2704,37312
Parkland,Parkland,WA,Washington,53053,Pierce,47.1417,-122.4376,37303
Pahrump,Pahrump,NV,Nevada,32023,Nye,36.2411,-116.0176,37298
Carpentersville,Carpentersville,IL,Illinois,17089,Kane,42.1227,-88.2895,37254
Wildomar,Wildomar,CA,California,6065,Riverside,33.6173,-117.2582,37229
Greenfield,Greenfield,WI,Wisconsin,55079,Milwaukee,42.9619,-88.0051,37221
Braintree,Braintree,MA,Massachusetts,25021,Norfolk,42.2039,-71.0022,37190
Rock Island,Rock Island,IL,Illinois,17161,Rock Island,41.4699,-90.5827,37176
South Miami Heights,South Miami Heights,FL,Florida,12086,Miami-Dade,25.5886,-80.3862,37119
Evans,Evans,GA,Georgia,13073,Columbia,33.5619,-82.1351,37114
West Fargo,West Fargo,ND,North Dakota,38017,Cass,46.8573,-96.9057,37058
Mount Juliet,Mount Juliet,TN,Tennessee,47189,Wilson,36.1991,-86.5114,37029
San Juan,San Juan,TX,Texas,48215,Hidalgo,26.1903,-98.152,37008
Oakton,Oakton,VA,Virginia,51059,Fairfax,38.8887,-77.3016,36997
Georgetown,Georgetown,KY,Kentucky,21209,Scott,38.2249,-84.5482,36994
Portage,Portage,IN,Indiana,18127,Porter,41.5866,-87.1792,36988
Aventura,Aventura,FL,Florida,12086,Miami-Dade,25.9565,-80.1372,36987
Owasso,Owasso,OK,Oklahoma,40143,Tulsa,36.2882,-95.8328,36957
Commack,Commack,NY,New York,36103,Suffolk,40.8443,-73.2834,36953
Park Ridge,Park Ridge,IL,Illinois,17031,Cook,42.0125,-87.8436,36950
Foley,Foley,AL,Alabama,1003,Baldwin,30.3983,-87.6649,36921
New Albany,New Albany,IN,Indiana,18043,Floyd,38.3089,-85.8234,36843
Benton,Benton,AR,Arkansas,5125,Saline,34.5775,-92.5712,36820
Meridian,Meridian,MS,Mississippi,28075,Lauderdale,32.3846,-88.6896,36686
Bettendorf,Bettendorf,IA,Iowa,19163,Scott,41.5656,-90.4764,36543
Dunedin,Dunedin,FL,Florida,12103,Pinellas,28.0329,-82.7863,36537
Hilliard,Hilliard,OH,Ohio,39049,Franklin,40.0353,-83.1578,36534
Merritt Island,Merritt Island,FL,Florida,12009,Brevard,28.3146,-80.6713,36532
Phenix City,Phenix City,AL,Alabama,1113,Russell,32.4588,-85.0251,36487
Addison,Addison,IL,Illinois,17043,DuPage,41.9314,-88.0085,36482
West Hollywood,West Hollywood,CA,California,6037,Los Angeles,34.0882,-118.3718,36475
Roseville,Roseville,MN,Minnesota,27123,Ramsey,45.0155,-93.1545,36457
Oakville,Oakville,MO,Missouri,29189,St. Louis,38.4472,-90.3199,36407
Tucker,Tucker,GA,Georgia,13089,DeKalb,33.8436,-84.2021,36395
Moorpark,Moorpark,CA,California,6111,Ventura,34.2855,-118.877,36375
Richfield,Richfield,MN,Minnesota,27053,Hennepin,44.8762,-93.2833,36354
Monrovia,Monrovia,CA,California,6037,Los Angeles,34.165,-117.9921,36331
Kearns,Kearns,UT,Utah,49035,Salt Lake,40.652,-112.0093,36330
Oak Creek,Oak Creek,WI,Wisconsin,55079,Milwaukee,42.8803,-87.9009,36325
Lincoln Park,Lincoln Park,MI,Michigan,26163,Wayne,42.2432,-83.1811,36321
Claremont,Claremont,CA,California,6037,Los Angeles,34.1259,-117.7153,36266
Oswego,Oswego,IL,Illinois,17093,Kendall,41.6834,-88.3372,36252
Post Falls,Post Falls,ID,Idaho,16055,Kootenai,47.7213,-116.9385,36250
Peachtree City,Peachtree City,GA,Georgia,13113,Fayette,33.3943,-84.5712,36223
Lauderdale Lakes,Lauderdale Lakes,FL,Florida,12011,Broward,26.1682,-80.2017,36194
French Valley,French Valley,CA,California,6065,Riverside,33.5998,-117.1069,36126
Portsmouth,Portsmouth,OH,Ohio,39145,Scioto,38.7539,-82.9446,36111
Shawnee,Shawnee,OK,Oklahoma,40125,Pottawatomie,35.3529,-96.965,36067
Gillette,Gillette,WY,Wyoming,56005,Campbell,44.2752,-105.4983,36032
Tooele,Tooele,UT,Utah,49045,Tooele,40.5393,-112.3082,36015
Prattville,Prattville,AL,Alabama,1001,Autauga,32.4605,-86.4588,35957
Woodburn,Woodburn,OR,Oregon,41047,Marion,45.1473,-122.8603,35941
Watertown Town,Watertown Town,MA,Massachusetts,25017,Middlesex,42.37,-71.1774,35939
Calumet City,Calumet City,IL,Illinois,17031,Cook,41.6134,-87.5505,35913
San Juan Capistrano,San Juan Capistrano,CA,California,6059,Orange,33.5009,-117.6544,35911
Foothill Farms,Foothill Farms,CA,California,6067,Sacramento,38.6867,-121.3475,35881
Elmont,Elmont,NY,New York,36059,Nassau,40.7033,-73.7078,35824
Franklin,Franklin,WI,Wisconsin,55079,Milwaukee,42.8854,-88.0104,35811
Temple City,Temple City,CA,California,6037,Los Angeles,34.1021,-118.0579,35811
Cooper City,Cooper City,FL,Florida,12011,Broward,26.0463,-80.2862,35800
El Mirage,El Mirage,AZ,Arizona,4013,Maricopa,33.5905,-112.3271,35753
Meadow Woods,Meadow Woods,FL,Florida,12095,Orange,28.3698,-81.3467,35726
LaGrange,LaGrange,GA,Georgia,13285,Troup,33.0274,-85.0384,35721
La Vergne,La Vergne,TN,Tennessee,47149,Rutherford,36.0203,-86.5582,35716
Middletown,Middletown,DE,Delaware,10003,New Castle,39.4453,-75.7166,35695
Mount Pleasant,Mount Pleasant,MI,Michigan,26073,Isabella,43.5966,-84.7759,35694
Carrollwood,Carrollwood,FL,Florida,12057,Hillsborough,28.0577,-82.5149,35686
Junction City,Junction City,KS,Kansas,20061,Geary,39.0271,-96.8496,35677
Inver Grove Heights,Inver Grove Heights,MN,Minnesota,27037,Dakota,44.8247,-93.0596,35672
Chillum,Chillum,MD,Maryland,24033,Prince George's,38.9667,-76.979,35557
Monroe,Monroe,NC,North Carolina,37179,Union,35.0061,-80.5595,35540
Randallstown,Randallstown,MD,Maryland,24005,Baltimore,39.3723,-76.8024,35528
Bell,Bell,CA,California,6037,Los Angeles,33.9801,-118.1798,35521
Gahanna,Gahanna,OH,Ohio,39049,Franklin,40.0251,-82.8637,35483
Sanford,Sanford,NC,North Carolina,37105,Lee,35.4874,-79.1772,35467
Riviera Beach,Riviera Beach,FL,Florida,12099,Palm Beach,26.7812,-80.0742,35463
Wildwood,Wildwood,MO,Missouri,29189,St. Louis,38.5799,-90.6699,35432
Upper Arlington,Upper Arlington,OH,Ohio,39049,Franklin,40.0272,-83.0704,35366
Auburn,Auburn,CA,California,6061,Placer,38.895,-121.0778,35311
Plainfield,Plainfield,IN,Indiana,18063,Hendricks,39.6953,-86.3717,35287
Westmont,Westmont,CA,California,6037,Los Angeles,33.9417,-118.3018,35266
Oak Harbor,Oak Harbor,WA,Washington,53029,Island,48.2965,-122.6333,35228
Olney,Olney,MD,Maryland,24031,Montgomery,39.1465,-77.0715,35191
Manhattan Beach,Manhattan Beach,CA,California,6037,Los Angeles,33.8895,-118.3972,35183
