2022-08-11 21:56:24,249 : INFO
2022-08-11 22:01:22,698 : INFO
2022-08-11 22:02:17,683 : INFO
2022-08-11 22:02:17,684 : INFO
2022-08-11 22:03:24,816 : INFO
2022-08-11 22:03:24,817 : INFO
2022-08-11 22:04:01,613 : INFO
2022-08-11 22:04:01,614 : INFO
2022-08-11 22:04:35,093 : INFO
2022-08-11 22:04:35,094 : INFO
2022-08-11 22:05:07,943 : INFO
2022-08-11 22:05:07,944 : INFO
2022-08-11 22:05:42,763 : INFO
2022-08-11 22:05:42,764 : INFO
2022-08-11 22:11:00,576 : INFO
2022-08-11 22:11:37,068 : INFO
2022-08-11 22:11:37,069 : INFO
2022-08-11 22:12:09,629 : INFO
2022-08-11 22:12:09,630 : INFO
2022-08-11 22:17:11,758 : INFO
2022-08-11 22:17:11,759 : INFO
2022-08-11 22:17:46,551 : INFO
2022-08-11 22:17:46,552 : INFO
2022-08-11 22:18:22,246 : INFO
2022-08-11 22:18:22,247 : INFO
2022-08-11 22:50:34,740 : INFO
2022-08-11 22:51:34,271 : INFO
2022-08-11 22:51:34,271 : INFO
2022-08-11 22:52:17,571 : INFO
2022-08-11 22:52:17,572 : INFO
2022-08-11 22:53:03,149 : INFO
2022-08-11 22:53:03,150 : INFO
2022-08-11 22:53:49,207 : INFO
2022-08-11 22:53:49,208 : INFO
2022-08-11 22:54:40,078 : INFO
2022-08-11 22:54:40,079 : INFO
2022-08-11 22:55:23,448 : INFO
2022-08-11 22:55:23,449 : INFO
2022-08-11 22:56:06,022 : INFO
2022-08-11 22:56:06,022 : INFO
2022-08-11 22:56:52,762 : INFO
2022-08-11 22:56:52,763 : INFO
2022-08-11 22:57:38,578 : INFO
2022-08-11 22:57:38,580 : INFO
2022-08-11 22:58:20,573 : INFO
2022-08-11 22:58:20,573 : INFO
2022-08-11 22:59:02,064 : INFO
2022-08-11 22:59:02,065 : INFO
2022-08-11 23:00:45,629 : INFO
2022-08-11 23:00:45,630 : INFO
2022-08-11 23:01:39,551 : INFO
2022-08-11 23:01:39,552 : INFO
2022-08-11 23:02:28,604 : INFO
2022-08-11 23:02:28,606 : INFO
2022-08-11 23:03:18,773 : INFO
2022-08-11 23:03:18,802 : INFO
2022-08-11 23:04:11,232 : INFO
2022-08-11 23:04:11,233 : INFO
2022-08-11 23:04:57,327 : INFO
2022-08-11 23:04:57,328 : INFO
2022-08-11 23:05:39,534 : INFO
2022-08-11 23:05:39,535 : INFO
2022-08-11 23:06:30,749 : INFO
2022-08-11 23:06:30,750 : INFO
2022-08-11 23:07:20,240 : INFO
2022-08-11 23:07:20,241 : INFO
2022-08-11 23:08:10,544 : INFO
2022-08-11 23:08:10,545 : INFO
2022-08-11 23:08:52,394 : INFO
2022-08-11 23:08:52,395 : INFO
2022-08-11 23:09:35,983 : INFO
2022-08-11 23:09:35,984 : INFO
2022-08-11 23:10:16,679 : INFO
2022-08-11 23:10:16,680 : INFO
2022-08-11 23:10:59,686 : INFO
2022-08-11 23:10:59,687 : INFO
2022-08-11 23:11:41,249 : INFO
2022-08-11 23:11:41,251 : INFO
2022-08-11 23:12:25,812 : INFO
2022-08-11 23:12:25,813 : INFO
2022-08-11 23:13:07,801 : INFO
2022-08-11 23:13:07,802 : INFO
2022-08-11 23:13:48,646 : INFO
2022-08-11 23:13:48,647 : INFO
2022-08-11 23:14:28,931 : INFO
2022-08-11 23:14:28,931 : INFO
2022-08-11 23:15:09,621 : INFO
2022-08-11 23:15:09,622 : INFO
2022-08-11 23:15:49,336 : INFO
2022-08-11 23:15:49,337 : INFO
2022-08-11 23:16:28,851 : INFO
2022-08-11 23:16:28,852 : INFO
2022-08-11 23:17:08,916 : INFO
2022-08-11 23:17:08,917 : INFO
2022-08-11 23:22:16,059 : INFO
2022-08-11 23:22:16,106 : INFO
2022-08-11 23:22:56,161 : INFO
2022-08-11 23:22:56,162 : INFO
2022-08-11 23:23:34,940 : INFO
2022-08-11 23:23:34,941 : INFO
